roduid,UWI,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,chemgroup1_any,chemgroup1_all,chemgroup2_any,chemgroup2_all,chemgroup3_any,chemgroup3_all,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,wellbore_category,manual_scale,packer_vs_tac,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,lifetimedays,contains_imputed
GB60FUYU79233540521430,233-22-3625,Sucker Rod Pump,0.0,75.0,90.0,144.03999330000005,84.59999847,7.0,TAC_BELOW_NIP,0,0,0,0,1,1,1.595017,2.546617476,17.34,6.6,LowTangent,N,OTHER_ANCHOR,98.523493,223.008552,121.905714,217.914082,73.246599,291.16068,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,283.04,283.04,118.51,0.0,128.79,0.0,9824.9,1.75,140,0
GB06PQBW66952056234521,467-59-0338,Sucker Rod Pump,0.0,75.0,60.0,144.03999330000005,85.63200378,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.7194386,2.719438471,17.15,1.16,Vertical,Y,OTHER_ANCHOR,76.277273,52.37913,7.310694,38.611111,35.041667,73.652778,SLICK_SINKER_BARS,True,strategize next-generation users,K,874,81.77,72.39,81.77,0.0,0.0,0.0,9555.7,1.75,61,0
GB58UJSE15122599134325,472-82-5539,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,1,1,1,1,0,0,1.1626911,1.013108742,20.38,1.16,Vertical,N,OTHER_ANCHOR,57.826289,44.84955,-156.419255,59.719647,43.951011,103.670658,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,900,58.79,41.58,58.79,0.0,0.0,0.0,9982.5,1.5,1898,1
GB22XLXI77250963865129,714-08-4172,Sucker Rod Pump,0.0,76.0,60.0,144.0,95.16153717,5.900000095,TAC_ABOVE_NIP,0,0,0,0,1,0,3.56,3.61,0.0,17.24,HighTangent,N,OTHER_ANCHOR,74.274753,116.293826,43.155583,134.134715,31.167098,165.30181299999995,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,886,326.39,326.39,245.58,0.0,0.0,0.0,9325.6,1.75,748,0
GB15BIGQ14787536592288,537-28-3860,Sucker Rod Pump,0.0,76.0,60.0,144.0,81.22093201,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.65,1.65,17.22,1.92,Vertical,N,OTHER_ANCHOR,113.382263,106.703364,-6.678899,110.458716,22.400612,132.859327,SLICK_SINKER_BARS,False,strategize next-generation users,K,875,115.59,115.59,115.59,0.0,0.0,0.0,9799.9,Other,290,1
GB36PBCI61732006169513,637-70-2632,Sucker Rod Pump,0.0,75.0,60.0,144.1999969,92.69999695,0.0,TAC_ABOVE_NIP,0,0,0,0,1,1,1.0481732,2.491337807,17.1,1.92,Vertical,N,OTHER_ANCHOR,61.125175,72.256579,11.131404,52.779035,15.391404,68.170439,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,886,129.64,129.64,95.28,0.0,0.0,0.0,9726.1,1.75,114,0
GB93LQKP50008668621330,596-86-6008,Sucker Rod Pump,0.0,75.0,60.0,144.0,93.89643097,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.1410254,0.69265395,20.03,3.56,Vertical,N,OTHER_ANCHOR,111.060569,82.41172399999998,-26.768747,88.967742,46.602823,135.570565,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,902,87.78,67.54,87.78,0.0,190.36,0.0,10261.1,1.5,461,0
GB56UURS21868423919509,047-76-6584,Sucker Rod Pump,0.0,75.0,65.0,169.3999939,96.80000305,5.696774483,PACKER_DONNAN,0,0,0,0,0,0,3.74,3.42,20.72,7.57,LowTangent,N,arrowset,56.767273,36.976765,-16.965789,11.815789,21.789474,33.605263,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,873,358.95,358.95,276.41,0.0,0.0,0.0,9915.3,1.75,35,0
GB44HYAA28004406107814,641-71-5464,Sucker Rod Pump,0.0,75.0,60.0,119.1900181,95.79047394,6.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.53888,0.7728009109999999,17.14,2.1,Vertical,N,OTHER_ANCHOR,38.743964,136.508589,96.448623,92.805855,30.432974,123.238829,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,78.16,63.28,78.16,0.0,0.0,0.0,10019.1,1.75,642,0
GB22XOTX39605638564742,123-08-5173,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,1.4634147,1.463414634,0.0,1.4,Vertical,N,OTHER_ANCHOR,89.805825,77.45098,-13.235294,93.937647,9.492843,103.479604,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,145.72,145.72,145.72,0.0,0.0,0.0,10439.5,1.75,239,1
GB66BGUI56817605140891,545-98-9607,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.985841,1.923955392,20.74,1.5,Vertical,N,arrowset,26.790323,40.694082,0.899194,18.797684,2.944223,21.750604,SLICK_SINKER_BARS,False,synthesize holistic partnerships,Unknown,867,113.36,113.36,113.36,0.0,0.0,0.0,8435.5,1.25,996,1
GB38DGHA89339919696362,783-54-0077,Sucker Rod Pump,3.0,80.0,60.0,144.0,80.40000153,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,0.5,0.39,17.1,1.08,Vertical,N,OTHER_ANCHOR,71.475323,109.958678,40.129943,70.081587,18.361377,88.442964,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,K,884,33.48,28.09,33.48,0.0,193.65,0.0,9968.6,1.75,485,0
GB02SGLD27445121641763,813-55-7912,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_BELOW_NIP,0,0,0,0,0,0,1.4157193,1.41571923,20.5,1.2,Vertical,N,OTHER_ANCHOR,64.112903,96.774194,32.66129,69.48626,56.876613,126.824472,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,154.26,154.26,154.26,0.0,0.0,0.0,10395.3,1.5,123,1
GB11OILD42842096605638,395-18-2743,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.4633524,0.671000382,20.25,2.0,Vertical,N,arrowset,65.776699,100.315534,34.538835,61.297226,8.603422,69.921314,SLICK_SINKER_BARS,False,strategize next-generation users,D,883,57.66,57.66,57.66,0.0,0.0,0.0,9959.7,1.5,411,1
GB87YUTI79718817545907,334-85-4106,Sucker Rod Pump,0.0,75.0,60.0,144.0,99.11817932,5.3000001910000005,PACKER_DONNAN,0,0,0,0,0,0,4.36,4.36,2.93,2.19,Vertical,N,arrowset,82.465806,45.715962,-43.207661,76.029139,12.175494,88.204633,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,207.76,207.76,207.76,0.0,0.0,0.0,9947.1,1.5,383,0
GB40KWPW40944615942971,673-60-0509,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.2048556,0.753882226,20.92,1.92,Vertical,N,OTHER_PACKER,54.345494,50.015021,-4.330472,51.155841,8.930708000000003,60.122629,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,68.4,68.4,68.4,0.0,0.0,0.0,10492.3,1.25,465,1
GB69LTTH88270331679695,169-60-4248,Sucker Rod Pump,0.0,75.0,61.0,158.1783936,73.77999878,4.199999809,PACKER_DONNAN,1,0,1,1,0,0,2.5,2.5,20.73,1.5,Vertical,Y,arrowset,66.271385,71.00859399999999,4.737209,29.63612,5.116317,34.758804999999995,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,880,93.88,93.88,93.88,0.0,0.0,0.0,10290.4,1.25,1422,0
GB33AQBG51201515654747,349-59-9628,Sucker Rod Pump,0.0,75.0,0.0,144.0,79.93333435,6.573333262999999,PACKER_DONNAN,1,1,1,1,0,0,3.1320755,3.132075472,20.75,2.1,Vertical,N,arrowset,76.45578499999998,65.190237,-10.581229,66.390913,21.661198,88.052111,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,178.38,178.38,178.38,0.0,0.0,0.0,9960.8,1.5,2655,0
GB18ZDSK48986325473466,454-34-3752,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,2.050425,2.050424956,20.73,2.02,Vertical,N,arrowset,66.654133,91.102604,21.671215,91.830867,109.667867,201.498733,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,176.12,176.12,176.12,0.0,0.0,0.0,9950.3,1.75,299,1
GB41ZMRZ21121040227509,887-29-8974,Sucker Rod Pump,0.0,75.0,60.0,144.0,97.40000153,5.0,TAC_ABOVE_NIP,0,0,1,0,0,0,4.003439,3.4608001180000003,17.07,14.37,HighTangent,N,OTHER_ANCHOR,265.348235,233.826667,-31.521569,287.294118,74.03921600000002,361.333333,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,300.2,300.2,300.2,0.0,0.0,0.0,10108.8,1.75,148,0
GB64CXBW38358091009141,701-04-5390,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,0.81,0.81,20.73,5.0,LowTangent,N,OTHER_PACKER,61.628083,111.741935,50.113852,75.481898,21.380949,96.862846,SLICK_SINKER_BARS,False,mesh enterprise portals,D,902,94.62,94.62,94.62,0.0,0.0,0.0,10305.9,1.5,526,1
GB89QMZL70407940295058,322-01-9539,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,1,1,0,0,1.36,1.21,0.0,1.88,LowTangent,N,OTHER_ANCHOR,53.326389,58.942708,5.616319,77.69686999999998,13.068472,90.78807,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,884,178.09,178.09,178.09,0.0,0.0,0.0,10354.1,1.5,575,1
GB61AUFB02362149390908,673-60-0509,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.2048556,0.753882226,20.92,1.92,Vertical,N,OTHER_PACKER,62.552058,61.445521,-1.106538,37.724964,6.818959,44.543923,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,68.44,68.44,68.44,0.0,0.0,0.0,10492.3,1.25,412,1
GB41HWLX26256740155298,682-15-4319,Sucker Rod Pump,0.0,80.0,60.0,144.03999330000005,86.30000305,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,3.1545935000000003,2.107749095,0.0,6.1,LowTangent,N,OTHER_ANCHOR,33.292047,98.147209,68.189503,18.073245,4.192285,22.26553,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,874,179.65,179.65,179.65,0.0,0.0,0.0,9563.0,1.5,301,0
GB55JOJU66590734687744,519-15-0669,Sucker Rod Pump,0.0,70.0,60.0,142.9519651,92.1760025,5.5,TAC_BELOW_NIP,0,0,1,0,1,0,2.469,2.253,17.22,4.58,Vertical,N,OTHER_ANCHOR,113.84831,263.650448,149.912551,154.616,51.36457100000001,205.980571,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,262.2,262.2,262.2,0.0,0.0,0.0,9725.0,1.75,838,1
GB11ETZE84099366144652,600-97-4901,Sucker Rod Pump,0.0,75.0,60.0,143.6999969,98.99583435,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.77,0.58,17.51,1.88,Vertical,Y,OTHER_ANCHOR,70.750733,151.549267,80.79853299999998,48.1424,66.034867,114.177267,SLICK_SINKER_BARS,False,synthesize holistic partnerships,Unknown,873,105.09,57.21,105.09,0.0,0.0,0.0,10100.4,1.5,147,1
GB62DJXV20791278834650,296-83-6638,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,2.5472412,0.8275058809999999,19.24,3.27,Vertical,N,OTHER_ANCHOR,50.393738,35.271495,-14.009557999999998,6.6350440000000015,0.259381,6.894425,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,D,867,98.37,69.36,98.37,0.0,0.0,0.0,9183.4,1.5,112,1
GB21PFHS32327730779627,582-07-6485,Sucker Rod Pump,0.0,75.0,50.0,144.0,79.78214264,5.0,TAC_BELOW_NIP,1,1,0,0,0,0,1.87,2.17,20.05,2.3,Vertical,N,OTHER_ANCHOR,71.427596,78.115718,6.182774,46.416255,7.355467999999999,53.771723,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,902,214.35,214.35,144.34,0.0,0.0,0.0,10548.2,1.5,694,0
GB74FWDT84433628362482,289-32-8553,Sucker Rod Pump,0.0,75.0,60.0,144.0,88.43636322,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.15,1.14,19.22,1.75,Vertical,N,OTHER_ANCHOR,69.734043,88.960993,19.22695,98.407801,21.542553,119.950355,SLICK_SINKER_BARS,False,strategize next-generation users,D,884,68.95,68.95,68.95,0.0,0.0,0.0,9902.4,1.5,271,1
GB83UCPV36851604117027,712-24-7348,Sucker Rod Pump,0.0,68.0,0.0,112.0,68.59999847,2.5,PACKER_DONNAN,1,1,1,1,0,0,0.7746103,0.61861563,20.74,1.69,Vertical,N,arrowset,21.738649,26.592462,4.863597,9.257165,4.3524660000000015,13.60879,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,870,47.33,47.33,47.33,0.0,0.0,0.0,9895.7,1.25,3180,0
GB13HSQV52065167576065,638-01-9762,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,0.84,0.8,19.28,1.4,Vertical,N,OTHER_ANCHOR,55.050613,71.300728,16.250115,51.38126,10.37433,62.029685,SLICK_SINKER_BARS,False,mesh enterprise portals,D,900,71.31,71.31,71.31,0.0,0.0,0.0,10079.8,1.5,260,1
GB89TITI12085328853099,632-15-3189,Sucker Rod Pump,0.0,75.0,60.0,144.0,81.94444275,5.8000001910000005,TAC_BELOW_NIP,1,0,1,0,0,0,2.469,2.253,17.2,4.58,Vertical,N,OTHER_ANCHOR,113.621777,172.23816399999995,65.704871,109.32593500000002,25.429907,134.755841,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,885,335.07,335.07,335.07,0.0,0.0,0.0,9948.6,1.75,810,1
GB60TJVP07219953281478,379-83-6268,Sucker Rod Pump,0.0,75.0,60.0,144.0,79.07727051,5.699999809,TAC_ABOVE_NIP,1,0,1,0,0,0,0.63868475,0.591781774,17.23,1.3,Vertical,N,OTHER_ANCHOR,59.7696,116.014298,56.127288,55.438687,23.737478,79.17616600000002,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,885,59.05,59.05,59.05,0.0,0.0,0.0,10042.2,1.75,556,0
GB42QJQN21318246779162,341-04-7343,Sucker Rod Pump,0.0,75.0,60.0,132.56,96.4916687,5.099999905,TAC_ABOVE_NIP,0,0,1,1,0,0,1.5852947,2.253,17.15,7.89,LowTangent,N,OTHER_ANCHOR,114.84169,165.438873,50.597183,168.839437,90.935211,259.774648,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,167.74,161.02,167.74,0.0,0.0,0.0,10341.4,1.75,335,1
GB86BSTM62245434609472,413-40-3057,Sucker Rod Pump,0.0,75.0,60.0,169.4299927,87.95217133,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,2.43,1.19,19.43,2.1,Vertical,N,OTHER_ANCHOR,56.074186,60.715547,5.913053,60.816794,22.351145,83.167939,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,151.29,129.92,151.29,0.0,0.0,0.0,10006.2,1.75,131,0
GB96QWNZ06154010862225,437-65-5756,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,8.217124,8.217124301,20.74,3.24,Vertical,N,arrowset,100.184541,117.100128,16.915587,95.533138,29.223801,124.756939,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,885,197.94,197.94,197.94,0.0,0.0,0.0,10058.2,1.5,391,1
GB47JKZK51638951906566,465-04-0106,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,3.5853848,2.168213356,19.74,2.3,Vertical,N,OTHER_PACKER,64.957746,54.14436600000001,-10.81338,74.969507,50.104472,125.073979,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,167.95,155.06,167.95,0.0,0.0,0.0,10037.2,1.5,283,1
GB90CVOA99692446909048,550-59-4100,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,2.1,1.25,20.73,4.33,LowTangent,N,arrowset,110.414944,312.5771890000001,202.162246,77.06258199999998,26.747952,103.851376,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,151.48,118.15,151.48,0.0,0.0,0.0,10239.1,1.5,707,1
GB84TILU31356214404322,446-37-3552,Sucker Rod Pump,0.0,75.0,60.0,169.3999939,70.55651855,5.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,2.3293016,2.481101977,20.0,7.17,LowTangent,N,OTHER_ANCHOR,91.481107,85.63081899999997,-6.521822,65.733856,38.298457,104.032314,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,277.42,277.42,200.13,0.0,439.68,0.0,9802.3,2,699,0
GB03VZXT41040822993517,731-59-3416,Sucker Rod Pump,0.0,75.0,65.0,168.1999969,98.71666718,3.5,PACKER_DONNAN,1,0,1,1,0,0,5.794467,3.948397161,20.75,28.7,OffLease,N,OTHER_PACKER,77.890514,179.744531,91.797186,82.325664,66.221239,148.546903,UNKNOWN,False,strategize next-generation users,SpecialService,904,435.24,435.24,435.24,0.0,0.0,0.0,11067.1,1.5,542,0
GB90JELP14958421742362,352-78-9074,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.5925926,1.5925925930000002,20.73,1.62,Vertical,Y,arrowset,16.340853,26.026212,10.124924,8.462955000000001,2.011591,10.474545,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,D,867,60.36,60.36,60.36,0.0,0.0,0.0,9155.6,1.25,131,1
GB58TERX76091583473774,380-58-1316,Sucker Rod Pump,2.0,70.0,65.0,168.2599945,88.58531189,4.599999905,PACKER_DONNAN,0,0,0,0,1,1,2.62,3.1,20.71,36.37,OffLease,N,arrowset,88.234167,59.99863199999999,-28.221794,30.349711,37.13775800000001,67.48746899999999,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,308.75,303.67,127.47,0.0,256.32,0.0,11996.3,1.75,412,0
GB09YACE49105051497060,267-13-4580,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,3.27,1.69,20.74,3.1,Vertical,Y,arrowset,53.024404,113.090708,60.06630500000001,44.485943,10.43876,54.97395,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,168.52,168.52,168.52,0.0,0.0,0.0,10097.4,1.5,846,1
GB13FHJZ20621097402142,454-62-7215,Sucker Rod Pump,0.0,75.0,60.0,144.0,89.0,5.599999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.9635916,2.885850376,0.0,5.57,LowTangent,N,OTHER_ANCHOR,50.68375,32.215882,-10.618824,21.555556,21.333333,42.888889,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,874,310.04,310.04,150.97,0.0,0.0,0.0,9576.4,1.75,16,0
GB31EORJ29241557459288,629-30-1499,Sucker Rod Pump,0.0,72.0,60.0,167.2566372,54.43043518,5.515,TAC_ABOVE_NIP,0,0,1,1,0,0,4.97,1.13,19.27,1.62,Vertical,N,OTHER_ANCHOR,54.136497,96.18481,42.04831400000001,33.885643,11.648824,45.567428,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,880,175.81,120.6,175.81,0.0,0.0,0.0,10441.9,1.5,731,1
GB61HKTQ51370598167587,684-70-8661,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.454371,0.736842105,20.73,1.2,Vertical,N,arrowset,48.892642,91.73166,42.839019,33.606377,6.399321,40.005698,SLICK_SINKER_BARS,False,strategize next-generation users,D,885,55.14,55.14,55.14,0.0,0.0,0.0,10012.2,1.5,264,1
GB53ZADO22160306273634,174-19-1296,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.61,1.61,20.89,3.1,Vertical,Y,OTHER_PACKER,54.933333,56.19733299999999,1.264,78.118629,10.775147,88.437097,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,880,173.25,97.86,115.68,0.0,0.0,0.0,10569.8,1.75,374,1
GB15HQFM37271240961894,010-76-9878,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,4.677667,4.67766708,0.0,6.03,LowTangent,N,OTHER_ANCHOR,92.833333,151.431818,58.598485,133.272727,32.356061,165.628788,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,885,321.24,321.24,321.24,0.0,0.0,0.0,10031.6,1.75,131,1
GB22TCNE53396052431696,772-78-1957,Sucker Rod Pump,0.0,70.0,60.0,169.4299927,97.30000305,6.5,NOSEP_PACKER,1,0,0,0,0,0,2.46,2.46,0.0,10.41,HighTangent,N,hornet,135.523322,109.911216,-25.232492,142.791246,164.010101,306.801347,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,904,288.57,288.57,288.57,0.0,0.0,0.0,10287.8,1.75,286,0
GB40QDGF84446576790166,069-03-2427,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.28,1.28,20.77,1.33,Vertical,Y,arrowset,57.94212,57.20481899999999,-0.737301,55.153162,18.335725,73.742132,SLICK_SINKER_BARS,False,mesh enterprise portals,D,900,102.07,102.07,102.07,0.0,0.0,0.0,9932.0,1.5,551,1
GB52PDPL37028921677569,121-78-4988,Sucker Rod Pump,0.0,70.0,70.0,144.03999330000005,77.49473572,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.3232245,2.494168581,19.25,2.1,Vertical,N,OTHER_ANCHOR,105.383478,30.243154,-74.08720699999998,31.723804,17.561411,49.285215,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,874,348.55,348.55,117.48,0.0,0.0,0.0,9786.6,1.75,539,0
GB07WWSJ82222154167070,470-96-5347,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_TAC_DONNAN,0,0,0,0,0,0,1.4599401,1.459940089,20.85,1.7,Vertical,N,OTHER_PACKER,0.0,0.0,0.0,29.754764,2.472165,32.226929,SLICK_SINKER_BARS,False,mesh enterprise portals,D,867,113.43,113.43,113.43,0.0,0.0,0.0,9218.8,1.25,253,1
GB41BGJL90108995575108,304-63-8430,Sucker Rod Pump,4.0,75.0,60.0,168.0,95.90000153,4.5,PACKER_DONNAN,1,0,0,0,0,0,0.37852582,2.748864568,20.53,23.33,HighTangent,N,arrowset,86.442614,95.171341,8.576592999999999,50.495798,24.369787,74.865585,UNKNOWN,True,mesh enterprise portals,SpecialService,871,243.41,243.41,50.87,0.0,194.4,0.0,9571.2,2,184,0
GB58FWUC47970101818666,478-46-9452,Sucker Rod Pump,0.0,75.0,60.0,144.0,82.37307739,5.699999809,TAC_ABOVE_NIP,1,0,1,0,0,0,0.880497,0.880496988,19.25,1.37,Vertical,Y,OTHER_ANCHOR,95.757679,128.593857,32.836177,86.081731,23.353365,109.435096,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,79.85,79.85,79.85,0.0,0.0,0.0,10094.5,1.5,386,0
GB37GELO62948352574708,834-32-1633,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.72758484,5.8000001910000005,TAC_ABOVE_NIP,1,0,0,0,0,0,2.36,2.17,17.17,6.59,LowTangent,N,OTHER_ANCHOR,72.440251,81.962944,-6.062456,94.616732,28.342412,122.959144,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,275.26,275.26,275.26,0.0,0.0,0.0,10043.1,1.75,473,0
GB73HFVA02194899016363,254-30-5629,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,0.68,0.17,19.4,0.55,Vertical,N,OTHER_ANCHOR,65.125,259.166667,194.041667,45.051333,26.373,71.42433299999998,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,31.1,16.16,31.1,0.0,0.0,0.0,10248.1,1.75,119,1
GB25ZWPR87747292607832,135-75-8713,Sucker Rod Pump,0.0,75.0,60.0,144.1999969,78.08999634,5.3000001910000005,TAC_ABOVE_NIP,1,0,1,0,0,0,1.78,0.54,19.26,1.87,Vertical,Y,OTHER_ANCHOR,68.938475,96.826576,28.149764,82.29391899999997,29.834459000000006,112.128378,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,884,146.24,102.2,146.24,0.0,0.0,0.0,10119.1,1.75,265,0
GB25SDQC31290525352572,769-33-6236,Sucker Rod Pump,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,1.3535159,1.353515875,20.74,2.81,Vertical,N,arrowset,159.664074,355.783276,196.119202,119.06121,8.322165,127.384207,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,84.28,84.28,84.28,0.0,0.0,0.0,9704.0,1.5,350,1
GB15HMDQ92587069980251,352-78-9074,Sucker Rod Pump,0.0,70.0,0.0,132.7323944,25.39999962,0.0,TAC_ABOVE_NIP,1,0,1,1,0,0,1.5925926,1.5925925930000002,19.24,1.62,Vertical,Y,OTHER_ANCHOR,23.64236,7.479257,-16.799426999999998,2.358,0.435587,2.794196,SLICK_SINKER_BARS,False,mesh enterprise portals,D,867,292.38,292.38,292.38,0.0,0.0,0.0,9144.7,1.25,694,0
GB22YLYE40852890711692,601-75-6811,Sucker Rod Pump,0.0,75.0,60.0,168.0000321,95.62727356,4.0,TAC_ABOVE_NIP,1,0,1,0,0,0,0.0,0.0,17.16,0.0,Vertical,N,OTHER_ANCHOR,42.133663,81.314356,39.180693,20.503912,7.790297,28.29421,SLICK_SINKER_BARS,False,incentivize vertical systems,SpecialService,872,189.64,189.64,189.64,0.0,0.0,0.0,9500.2,1.75,625,0
GB51OFQO44060556684708,540-51-3641,Sucker Rod Pump,0.0,75.0,60.0,144.0,67.52857208,4.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.0097401,0.45854168,17.14,2.08,Vertical,N,OTHER_ANCHOR,6.300955,13.78709,8.63037,12.8583,3.441296,16.299595,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,70.54,39.67,70.54,0.0,193.68,0.0,9695.6,1.5,243,0
